,Unnamed: 0,word,word_lang,word_pos,word_ipa,word_ipa_edited_vowel,word_en,next_word_index_verb,next_word_index_adjective,next_word_index_noun,word_pos_spacy
17,17,破坏,zh-cn,noun,/pʰɔ˥˩ xuaɪ˥˩/,ɔuɶʏ,damage,,,1977:2239:2794,92
18,18,kecelakaan,id,noun,/kətʃəlakaʔan/,əəɶɶɶn,accident,1978:2606:3416,2573,123:338:485:827:1279:1336:1371:1830:1905:1981:2066:2074:2155:2170:2280:2346:2357:2469:2481:2574:2702:2783:2813:2893:2897:2931:2932:3002:3159:3205,92
19,19,심리,ko,noun,/ɕʰimni/,ynny,trial,,,1350:1979:2773:2957:3046:3365,92
20,20,千里,ja,noun,/seɴɾi/,øny,Thousand miles,,,1980:2157:2395:2903:3432,92
21,21,pengejaran,id,noun,/pəŋədʒaran/,ənəɶɶn,pursuit,1978:2606:3416,2573,123:338:485:827:1279:1336:1371:1830:1905:1981:2066:2074:2155:2170:2280:2346:2357:2469:2481:2574:2702:2783:2813:2893:2897:2931:2932:3002:3159:3205,92
22,22,무릎,ko,noun,/muɾɯp̚/,nuu,knee,,1982:3398,164:530:921:1221:1266:1410:1754:2116:2450:2762:2966:2994:3085,92
23,23,九重,ja,noun,/kokonoe/,oonoø,Nine,2526,,1008:1011:1668:1983:2826:2829:3260,93
24,24,エリス,ja,noun,/eɾisɯ/,øyu,Ellis,,508,605:1984:2515:2871,96
25,25,菱形,ja,noun,/çiɕigata/,yyɶɶ,Rhombus,1806:2969:3024,2822,246:1145:1226:1243:1317:1985:2008:2191:2290:2979:3156,92
26,26,Rhombus,de,noun,/ˈɾhɔmbus/,ɔnu,rhombus,,,441:684:1055:1562:1986:2381,100
27,27,마름모,ko,noun,/ma̠ɾɯmmo̞/,nɶunno,rhombus,,,1987:2482:2933,100
28,28,菱形,zh-cn,noun,/lɪŋ˧˥ ɕɪŋ˧˥/,ʏnʏn,diamond,2017:2623:3225,,990:1748:1988:2311:2835,92
29,29,kebodohan,id,,/kəbodohan/,əooɶn,ignorance,236:2143,2149,193:200:852:1233:1852:1899:1916:1989:2182:2307:2751:2976:3383:3418:3421,92
30,30,idola,en,noun,/ˌɪˈdoʊɫə/,ʏoʊə,idola,,,1990:2428,92
31,31,泰迪熊,zh-cn,noun,/tʰaɪ˥˩ ti˧˥ ɕjʊŋ˧˥/,ɶʏyʊn,Teddy bear,2894,,304:773:1651:1991,92
32,32,raven,en,noun,/ˈɹeɪvən/,øʏən,raven,2216,2846:3284,0:36:118:276:529:553:647:878:1038:1087:1709:1931:1992:3294,100
33,33,カラス,ja,noun,/kaɾasɯ/,ɶɶu,Crow,1993,2360,2353:2404:2491:2524:2647:2804,92
34,34,掠夺,zh-cn,noun,/lɥœ˥˩ tuɔ˧˥/,œuɔ,plunder,,,1994,100
35,35,아래쪽,ko,noun,/a̠ɾɛ̝t͡ɕ͈o̞k̚/,ɶœo,Bottom,,,1995,92
36,36,dürfen,de,noun,/ˈdʏrfən/,ʏən,allowed to,724:1698:2216,,32:448:790:905:1038:1092:1171:1548:1559:1889:1959:1996:2737:3294:3430,94
37,37,downs,en,noun,/ˈdaʊnz/,ɶʊn,downs,,,172:335:1744:1997,92
38,38,松树,zh-cn,noun,/sʊŋ˥˥ ʂu˥˩/,ʊnu,pine,,,1998:2343,84
39,39,퇴색하다,ko,noun,/tʰø̞sʰɛ̝kʰa̠da̠/,øœɶɶ,Fade,,2085,1999,92
40,40,皮肉,ja,noun,/çinikɯ/,ynyu,Ironic,,,189:589:2000:2499:2844:2901,84
41,41,纵向,zh-cn,verb,/tsʊŋ˥˩ ɕjɑŋ˥˩/,ʊnɒn,Portrait,,,1051:1963:2001:2678:2963,100
42,42,阁楼,zh-cn,adjective,/kɤ˧˥ loʊ˧˥/,ooʊ,attic,,,2002,84
43,43,屋根裏,ja,adjective,/janeɯɾa/,ɶnøuɶ,attic,,,2003:3268,84
44,44,Dachboden,de,adjective,/ˈdaxˌboːdən/,ɶoən,Loft,,,1973:2168,96
45,45,eilig,de,adjective,/ˈʔaɪ̯lɪç/,ɶʏʏ,hurried,2004,,828,100
46,46,虔诚,zh-cn,adjective,/tɕʰjɛn˧˥ ʈʂʰɤŋ˧˥/,œnon,Sincere,,661:2248,771:1214:1792:2005:2122:2295:2345:2564:2809:2820,84
47,47,malforta,eo,adjective,/malforta/,nɶoɶ,weak,2247,2296:3178,2006,84
48,48,서두르다,ko,noun,/sʰʌ̹duɾɯda̠/,ɔuuɶ,hurry,,2207,264:1059:2007:2860:3011,100
49,49,脇腹,ja,noun,/ɰᵝakibaɾa/,ɶyɶɶ,flank,1806:2969:3024,2822,246:1145:1226:1243:1317:1985:2008:2191:2290:2979:3156,92
50,50,没我的,ja,noun,/botsɯgateki/,ouɶøy,Selfish,,,1124:1937:2009:2186:2685:2904:3434,84
51,51,교련,ko,noun,/kjoɾjʌ̹n/,oɔn,drilling,,,2010:3287,100
52,52,memilih,id,noun,/məmilih/,nənyy,choose,,662:1578,1280:1461:2011:2374:2563:2631:3003:3132:3249,100
53,53,elekti,eo,noun,/elekti/,øøy,choose,,,2012:2375,100
54,54,wählen,de,noun,/ˈvɛːlən/,œən,choose,,,1364:1960:1966:2272:2516:2532,100
55,55,palmo,eo,noun,/palmo/,ɶno,Palm,,1345:3410,95:130:497:578:777:792:855:856:2013:2052:2081:2242:2377:2425:2426:2665:2677:3217,92
56,56,medio,eo,,/medio/,nøyo,Environment,2624,2014,1933:2870:3431,92
57,57,의약품,ko,,/ɰija̠k̚pʰum/,yɶun,medicine,1644,,490:1337:1942:2015:2059:2419:2575:2900:3038:3346:3404,92
58,58,첨탑,ko,noun,/t͡ɕʰʌ̹mtʰa̠p̚/,ɔnɶ,spire,,2160,2016,92
59,59,冥王星,zh-cn,noun,/mɪŋ˧˥ wɑŋ˧˥ ɕɪŋ˥˥/,nʏnɒnʏn,Pluto,2017:2623:3225,,990:1748:1988:2311:2835,92
60,60,Plutono,eo,noun,/plutono/,uono,Pluto,3356,145,115:244:278:627:646:1064:2018:2068:2189:2214:2219:2866,92
61,61,명왕성,ko,noun,/mjʌ̹ŋwa̠ŋsʰʌ̹ŋ/,nɔnɶnɔn,Pluto,2137,,205:1413:2019:2154:2217:2233:3369,92
62,62,冥王星,ja,noun,/meioɯsei/,nøyouøy,Pluto,2020:2199,,1024:1206:2332:2359:2376:2837:2954:3128,92
63,63,Schreibtische,de,noun,/ˈʃɾaeptɪʃə/,ɶøʏə,Desks,1796,,544:1735:2021,92
64,64,デスク,ja,noun,/desɯkɯ/,øuu,desk,,,2022:2410:2708,92
65,65,书桌,zh-cn,noun,/ʂu˥˥ ʈʂuɔ˥˥/,uuɔ,desk,,,2023,92
66,66,책상,ko,noun,/t͡ɕʰɛ̝ks͈a̠ŋ/,œɶn,desk,,,106:1706:2024:2693,92
67,67,융합,ko,noun,/juŋɦa̠p̚/,unɶ,fusion,3125,,574:768:1036:1237:1452:1453:2025:2208:2441:2658:2845:2865:3078:3124,92
68,68,analysieren,de,noun,/ˈʔanʔɑlyˈziːɾen/,ɶnɒyyøn,analyze,,1957:3233,720:742:1550:1788:2026:2218:2633:2674:3352:3446,100
69,69,늑대,ko,noun,/nɯk̚t͈ɛ̝/,nuœ,A wolf,,,2027:2113,92
70,70,ウォルフ,ja,noun,/ɯoɾɯɸɯ/,uouu,Wolf,,2206,2028:2112:2222:3425:3437,96
71,71,Summe,de,noun,/ˈzʊmmə/,ʊnnə,total,,,2029,84
72,72,수미,ko,noun,/sʰumi/,uny,Sumi,,2225,284:1449:1752:2030:2566:3001:3093:3121:3329,92
73,73,夏天,zh-cn,noun,/ɕja˥˩ tʰjɛn˥˥/,ɶœn,summer,,,808:2031:3433,92
74,74,summa,en,noun,/ˈsumə/,unə,summa,,,2032,92
75,75,sangat,id,,/saŋat/,ɶnɶ,very,2746,1546:2129:2724:3164,178:375:391:462:501:733:752:774:823:890:985:1195:1268:1368:1621:1638:1789:1790:1952:2033:2147:2213:2316:2642:2663:2718:2811:2996:3226:3325:3353,86
76,76,deinen,de,noun,/ˈdaɪ̯nən/,ɶʏnən,yours,2034:2109:2118:2475,2456:2468,534:657:842:1001:1093:1352:1872:1962:2173:2354:2408:2476:2559:2580:2655:2944:2991:3047:3227,95
77,77,thine,en,noun,/ˈðaɪn/,ɶʏn,thine,2035,,209:1209:1238:1349:2188:3295,92
78,78,자연,ko,noun,/t͡ɕa̠jʌ̹n/,ɶɔn,nature,,,1976:2036,92
79,79,glotzen,de,noun,/ˈglɔtsən/,ɔən,slip,,,476:2037:3245:3351,100
80,80,졸음,ko,noun,/t͡ɕo̞ɾɯm/,oun,drowsiness,,2882,2038:2221:2271:2284:2641:2713:3390,92
81,81,拳闘,ja,noun,/keɴtoɯ/,ønou,Fist,,,1296:1412:1964:2039:2043:2079:2238:2539:3010:3091,92
82,82,전단,ko,noun,/t͡ɕʌ̹nda̠n/,ɔnɶn,shear,161:2040:2250:3175:3218,509:2114,305:308:523:543:610:697:821:869:1215:1242:1288:1306:1426:1519:1521:1532:1535:1549:1601:1604:1615:1635:1653:1694:1753:1773:1804:1848:1906:1929:1975:2274:2445:2454:2483:2591:2621:2704:2946:3104:3174:3181:3281:3342:3359:3428,92
83,83,曲がり,ja,noun,/magaɾi/,nɶɶy,Bend,,,815:1469:2041:2317:2694:2907:3063:3114:3137:3190,100
84,84,弯曲,zh-cn,noun,/wan˥˥ tɕʰy˥˥/,ɶny,bending,727,2841,90:383:655:796:868:1030:1047:1140:1146:1191:1284:1385:1448:1925:2042:2047:2315:2326:2557:2728:2916:3120,100
85,85,곡선,ko,noun,/ko̞ks͈ʌ̹n/,oɔn,curve,,,2010:3287,92
86,86,環礁,ja,noun,/kaɴɕoɯ/,ɶnou,Atoll,,,1296:1412:1964:2039:2043:2079:2238:2539:3010:3091,100
87,87,nosed,en,verb,/ˈnoʊzd/,noʊ,nosed,569,2492:3333,127:749:1068:1094:2044:2286:2300,84
88,88,nazo,eo,verb,/nazo/,nɶo,nose,,,407:738:1718:2045:2134:2350:2629:3301:3331,92
89,89,콧물,ko,verb,/kʰo̞nmuɭ/,onnu,snot,,,2046:2237:3033:3332,92
90,90,얼간이,ko,noun,/ʌ̹ɭɡa̠ni/,ɔɶny,jerk,727,2841,84:374:655:868:1030:1047:1140:1146:1191:1385:1824:2042:2047:2315:2326:2557:2618:2728:2915:2916:3120,92
91,91,吐き出す,ja,noun,/hakidasɯ/,ɶyɶu,Exhale,1713,,347:1561:2048:2117:2128:2289:2720:3298,92
92,92,소작지,ko,noun,/sʰo̞d͡ʑa̠k̚t͡ɕ͈i/,oɶy,croft,2770,,293:2049,92
93,93,penjara,id,noun,/pəndʒara/,ənɶɶ,jail,313,2241:2875,310:474:596:837:1006:1076:1383:1607:1867:2050:2091:2254:2256:2323:2379:2405:2506:2520:2543:2824:3068:3102:3220:3392,92
94,94,Gefängnisse,de,noun,/ɡəˈfɛŋnɪsə/,əœnnʏə,Prisons,,,1429:2051:2100,92
95,95,감옥,ko,noun,/ka̠mo̞k̚/,ɶno,prison,,3410,55:130:492:497:499:792:855:856:1600:1891:2013:2052:2242:2377:2425:2426:2544:2665:2677:3217,92
96,96,监狱,zh-cn,noun,/tɕjɛn˥˥ y˥˩/,œny,prison,2542,,12:457:1070:1437:1598:1935:1972:2053:2378:3111:3216,92
97,97,刑務所,ja,noun,/keimɯɕo/,øynuo,prison,,2243,1422:2054:2521:2731,92
98,98,咖啡馆,zh-cn,noun,/kʰa˥˥ feɪ˥˥ kwan˨˩˦/,ɶøʏɶn,coffee shop,,,1911:2055:2637,92
99,99,浮気,ja,noun,/ɯɰᵝaki/,uɶy,Flirt,,2909:3387,812:1133:2056:2212:2471:2698:2814:3044,92
100,100,rapida,eo,noun,/rapida/,ɶyɶ,fast,2998,2057:3244,224:268:479:685:912:931:1274:2210:2412:3326,86
101,101,迅速,ja,noun,/dʑiɴsokɯ/,ynou,Quick,,,1296:1412:1964:2039:2043:2079:2238:2539:3010:3091,86
102,102,迅速,zh-cn,noun,/ɕyn˥˩ su˥˩/,ynu,rapid,,,173:394:395:763:1061:1682:1747:2058:2124:2337:2340:2654:2862:3252:3327,84
103,103,빠른,ko,noun,/p͈a̠ɾɯn/,ɶun,fast,1644,,490:1337:1942:2015:2059:2419:2575:2900:3038:3346:3404,86
104,104,melekat,id,verb,/mələkat/,nəəɶ,Oking,2060,3232,2418,100
105,105,奇怪,zh-cn,,/tɕʰi˧˥ kuaɪ˥˩/,yuɶʏ,strange,,,1977:2239:2794,84
106,106,seltsam,de,,/ˈzɛltˌzaːm/,œɶn,strange,1919:3291,,66:1170:1785:2024:2061,84
107,107,Geschmack,de,noun,/ɡəˈʃmak/,ənɶ,taste,,,331:451:694:927:1421:2062:2769:3097,100
108,108,品尝,zh-cn,noun,/pʰɪn˨˩˦ ʈʂʰɑŋ˧˥/,ʏnɒn,taste,,,1051:1963:2001:2678:2963,100
109,109,규모,ko,noun,/kjumo̞/,uno,Scale,,,367:1097:2063:2308:3061,92
110,110,规模,zh-cn,noun,/kweɪ˥˥ mɔ˧˥/,øʏnɔ,scale,,,2064,92
111,111,Rahmen,de,noun,/ˈʁaːmən/,ɶnən,frame,2034:2109:2118:2475,2456:2468,534:657:842:1001:1093:1352:1872:1962:2173:2354:2408:2476:2559:2580:2655:2944:2991:3047:3227,92
112,112,bated,en,verb,/ˈbeɪtɪd/,øʏʏ,bated,,,2065,100
113,113,tertahan,id,verb,/tərtahan/,əɶɶn,Stone,1978:2606:3416,2573,123:338:485:827:1279:1336:1371:1830:1905:1981:2066:2074:2155:2170:2280:2346:2357:2469:2481:2574:2702:2783:2813:2893:2897:2931:2932:3002:3159:3205,92
114,114,Wunder,de,noun,/ˈvʊndəʁ/,ʊnə,wonder,,,941:2067,100
115,115,홍조,ko,noun,/ɸʷo̞ŋd͡ʑo̞/,ono,flushing,3356,,60:274:627:1064:1495:1794:2018:2068:2189:2214:2219:2866,100
116,116,remis,en,noun,/ˈɹeɪmiz/,øʏny,remis,950,2069:3148,986:1167:2211:2436:2780,92
117,117,remis,id,noun,/rəmis/,əny,Remis,,2070:3013:3162,353:1504:2297:2885,96
118,118,steigen,de,noun,/ˈʃtaɪ̯ɡən/,ɶʏən,climb,724:1698:2216,,32:448:790:905:1038:1092:1171:1548:1559:1889:1959:1996:2737:3294:3430,100
119,119,登る,ja,noun,/noboɾɯ/,noou,climb,,,2071:2590:3009:3364,100
120,120,climb,en,noun,/ˈkɫaɪm/,ɶʏn,climb,2035,,209:1209:1238:1349:2188:3295,100
121,121,mendaki,id,noun,/məndaki/,nənɶy,Climb,1699,1625,14:158:267:390:416:937:987:1290:1391:1620:1856:1974:2072:2108:2209:2333:2356:2406:2604:2775:3006:3075:3285,92
122,122,grimpi,eo,noun,/grimpi/,yny,to climb,,323:2490:2738,171:328:350:562:579:879:895:992:1211:1545:1803:2073:2123:2266:2292:2444:2478:2712:2815:2959:3100:3191,100
123,123,파란,ko,noun,/pʰa̠ɾa̠n/,ɶɶn,blue,113:311:1808:1978:3416,,18:21:206:223:338:401:419:535:547:566:675:677:711:826:827:830:899:917:948:1104:1109:1178:1224:1259:1279:1336:1499:1534:1575:1590:1693:1793:1830:1904:1954:1981:2066:2074:2155:2170:2280:2346:2469:2481:2574:2702:2783:2813:2893:2897:2931:3002:3037:3159:3205,84
124,124,unbemerkt,de,noun,/ʔʊnbəˈmɛɾkt/,ʊnənœ,unnoticed,,1080,659:2075:2878:3324,84
125,125,엉터리,ko,noun,/ʌ̹ŋtʰʌ̹ɾi/,ɔnɔy,nonsense,2076,,2504:3323,92
126,126,無防備,ja,noun,/mɯboɯbi/,nuouy,Unprotected,2872:3062,2077:2802,974:2202:2497:2671,84
127,127,凶手,zh-cn,noun,/ɕjʊŋ˥˥ ʂoʊ˨˩˦/,ʊnoʊ,murderer,87,2492:3333,344:357:498:581:807:854:1517:1689:1756:1928:2078:2286:2869,92
128,128,煙突,ja,noun,/eɴtotsɯ/,ønou,chimney,,,1296:1412:1964:2039:2043:2079:2238:2539:3010:3091,92
129,129,흠뻑,ko,noun,/xɯmp͈ʌ̹k̚/,unɔ,sopping,,,1632:2080:3237,100
130,130,ハント,ja,noun,/haɴto/,ɶno,hunt,,1345,55:95:492:499:578:777:856:1600:1891:2013:2052:2081:2242:2425:2426:2544:2665:2677:3217,92
131,131,traurig,de,,/ˈtʁaʊ̯.ʁɪç/,ɶʊʏ,Sad,,,2082,84
132,132,残念ながら,ja,,/zaɴneɴnagaɾa/,ɶnnønnɶɶɶ,Unfortunately,1813:2439,2673:2798,377:787:965:969:1742:2083:2795:3320,86
133,133,merebut,id,noun,/mərəbut/,nəəu,Breaking,,,2084:2799,100
134,134,빼앗다,ko,noun,/p͈ɛ̝a̠t̚t͈a̠/,œɶɶ,Steal,,2085,1999,100
135,135,奪う,ja,noun,/ɯbaɯ/,uɶu,Rob,2269,2949,2086:2161:2265:2512:2661,96
136,136,suram,id,noun,/suram/,uɶn,bleak,,458:2087:2294:2551:3248:3275,464:1351:1431:1650:2176:2220:2392:2397:2430:2461:2505:2988:3021:3079:3082:3088:3271,84
137,137,benebelt,de,noun,/bəˈneːbɛlt/,ənøœ,fidgety,,,2088,100
138,138,muzzy,en,noun,/ˈməzi/,nəy,muzzy,,,936:1239:1917:2089:2977,84
139,139,お守り,ja,noun,/omamoɾi/,onɶnoy,Amulet,3274,2681:2764:2911,706:875:876:977:1441:2090:2390:2600:2734:2735:2805:3115:3375,96
140,140,jenaka,id,noun,/dʒənaka/,ənɶɶ,Often,313,2241:2875,310:474:596:837:1006:1076:1383:1607:1867:2050:2091:2254:2256:2323:2379:2405:2506:2520:2543:2824:3068:3102:3220:3392,86
141,141,众所周知,zh-cn,verb,/ʈʂʊŋ˥˩ suɔ˨˩˦ ʈʂoʊ˥˥ ʈʂɚ˥˥/,ʊnuɔoʊ,Well-known,,,1085:2092,100
142,142,known,en,verb,/ˈnoʊn/,noʊn,known,,,2093:2152:2324,100
143,143,bekannt,de,verb,/bəˈkant/,əɶn,known,570:1616,,1115:1338:2094:2339:3223,100
144,144,diketahui,id,verb,/dikətahui/,yəɶuy,is known,1882,2095,424:431:495:1250:1322:1612:2338:2362:2367:2423:2985:3026:3339,100
145,145,홍조,ko,adjective,/ɸʷo̞ŋd͡ʑo̞/,ono,flushing,3356,,60:274:627:1064:1495:1794:2018:2068:2189:2214:2219:2866,100
146,146,Kupee,de,noun,/ˈkuːpəə/,uəə,Kupe,,,2096,96
147,147,胆子,zh-cn,noun,/tan˨˩˦ tsɯ˧/,ɶnu,courage,,,7:411:449:465:877:964:1111:1228:1326:1520:1673:1967:2097:2352:2384:2583:2736:2742:3262,92
148,148,废物,zh-cn,noun,/feɪ˥˩ u˥˩/,øʏu,waste,2205,,2098:3266,92
149,149,索引,ja,noun,/sakɯiɴ/,ɶuyn,index,2099:3424,,641:782:799:1040:1863:1914:1922:2194:2548:2683:2730:2847:2886,92
150,150,Schnitte,de,noun,/ˈʃnɪtə/,nʏə,Cut,,,1429:2051:2100,100
151,151,녀석,ko,noun,/ɲjʌ̹sʰʌ̹k̚/,nɔɔ,guy,,,2101,92
152,152,guyot,en,noun,/ˈɡaɪət/,ɶʏə,guyot,,3072,1583:2102,84
153,153,귀엽다,ko,noun,/kɥijʌ̹p̚t͈a̠/,yɔɶ,cute,,,2103,84
154,154,可愛い,ja,noun,/kaɰᵝaii/,ɶɶyy,cute,2231,2104:2424,2817:3086,84
155,155,潤い,ja,noun,/ɯɾɯoi/,uuoy,moisture,,,2105:3122,92
156,156,James,de,noun,/ˈjɑːməs/,ɒnə,James,,,180:848:1037:1851:2106:2540,96
157,157,Jakobo,eo,noun,/jakobo/,ɶoo,James,2107,,1511:3016:3168,96
158,158,칸막이,ko,noun,/kʰa̠nma̠ɡi/,ɶnnɶy,bulkhead,1699,1625,14:121:267:390:416:475:937:1592:1664:1903:2072:2108:2209:2333:2406:2604:2775:3006:3075:3229:3285,84
159,159,benommen,de,verb,/bəˈnɔmmən/,ənɔnnən,dazed,2034:2109:2118:2475,2456:2468,534:657:842:1001:1093:1352:1872:1962:2173:2354:2408:2476:2559:2580:2655:2944:2991:3047:3227,100
160,160,linglung,id,verb,/liŋluŋ/,ynun,Linglung,2309,2110,408:557:590:656:669:1012:1052:1498:1826:2305:2351:2500:2534:2568:2656:2709:2830:2856:3053,96
161,161,茫然,zh-cn,verb,/mɑŋ˧˥ ʐan˧˥/,nɒnɶn,Gang,2250:3175:3218,,15:82:162:272:305:308:332:427:523:532:543:568:588:610:697:838:869:1035:1141:1144:1163:1215:1288:1426:1521:1532:1601:1615:1635:1653:1694:1702:1753:1773:1804:1810:1848:1906:1929:1975:2111:2274:2454:2483:2591:2621:2704:2946:3104:3174:3181:3182:3281:3342:3359:3428,96
162,162,농장,ko,noun,/no̞ŋd͡ʑa̠ŋ/,nonɶn,Farm,161:2040:2250:3175:3218,509:2114,305:308:523:543:610:697:821:869:1215:1242:1288:1306:1426:1519:1521:1532:1535:1549:1601:1604:1615:1635:1653:1694:1753:1773:1804:1848:1906:1929:1975:2274:2445:2454:2483:2591:2621:2704:2946:3104:3174:3181:3281:3342:3359:3428,92
163,163,schlagen,de,noun,/ˈʃlaːɡən/,ɶən,beat,2975:3041,2314,2115:2321:2510:2651:3438,100
164,164,memukul,id,noun,/məmukul/,nənuu,hit,,3398,22:921:1221:1266:1873:2116:2450:2966:2994:3085,100
165,165,散らす,ja,noun,/tɕiɾasɯ/,yɶu,Scatter,1713,,347:1561:2048:2117:2128:2289:2720:3298,92
166,166,Aufnahmen,de,noun,/ˈʔaofˌnɑmən/,ɶonɒnən,Recordings,2034:2109:2118:2475,2456:2468,534:657:842:1001:1093:1352:1872:1962:2173:2354:2408:2476:2559:2580:2655:2944:2991:3047:3227,92
167,167,拍摄,zh-cn,noun,/pʰaɪ˥˥ ʂɤ˥˩/,ɶʏo,Shoot,2119,,860,100
168,168,敏锐,zh-cn,noun,/mɪn˨˩˦ ʐweɪ˥˩/,nʏnøʏ,keen,,2120,881:1071:1408:2349:2582:2740:3090,84
169,169,夢,ja,noun,/jɯme/,unø,dreams,,,2121,100
170,170,梦,zh-cn,noun,/mɤŋ˥˩/,non,dream,,661:2248,771:1214:1792:2005:2122:2295:2345:2564:2809:2820,92
171,171,mimpi,id,noun,/mimpi/,nyny,dream,,323:2490:2738,122:350:562:879:992:1211:1545:1803:1823:2073:2123:2266:2270:2444:2478:2712:2815:2959:3100:3191,92
172,172,Traum,de,noun,/tʀaʊ̯m/,ɶʊn,dream,,,37:489:1777:1997:2277,92
173,173,timbul,id,noun,/timbul/,ynu,Embossed,,,102:394:395:763:1061:1682:1747:2058:2124:2337:2340:2654:2862:3272,84
174,174,entstehen,de,noun,/ʔɛntˈʃteːən/,œnøən,arise,2619,,2125:2180:2283:2331:2364:2699,100
175,175,생기다,ko,noun,/sʰɛ̝ŋɡida̠/,œnyɶ,to happen,3203,2126:2463:3283,962:1738:1740:2793:2978:3317,100
176,176,出现,zh-cn,noun,/ʈʂʰu˥˥ ɕjɛn˥˩/,uœn,appear,,,2127,100
177,177,生み出す,ja,noun,/ɯmidasɯ/,unyɶu,produce,1713,,347:1561:2048:2117:2128:2289:2720:3298,100
178,178,라마,ko,noun,/ɾa̠ma̠/,ɶnɶ,Lama,,2129:2724:3164,75:198:273:375:462:733:752:774:851:861:890:1621:1638:1745:1760:1790:2033:2147:2213:2316:2334:2642:2663:2718:2811:2996:3226:3325,96
179,179,Lamas,de,noun,/ˈlɑːmɑs/,ɒnɒ,Lamas,,,2130,92
180,180,lamas,en,noun,/ˈɫɑməz/,ɒnə,lamas,,,156:634:2131,92
181,181,ブレイン,ja,noun,/bɯɾeiɴ/,uøyn,Brain,2386,,2132,92
182,182,宠物,zh-cn,noun,/ʈʂʰʊŋ˨˩˦ u˥˩/,ʊnu,pet,,,1998:2343,84
183,183,말투,ko,noun,/ma̠ɭtʰu/,nɶu,speech,1381,3076:3368,453:541:638:789:822:889:923:942:1039:1043:1053:1392:1591:1633:1676:2133:2545:2598:2675:2745:2778:2850:3238,92
184,184,Malto,eo,noun,/malto/,nɶo,Malta,,,407:738:1718:2045:2134:2350:2629:3301:3331,92
185,185,多云,zh-cn,adjective,/tuɔ˥˥ yn˧˥/,uɔyn,partly cloudy,,,294:599:2135:2235:2660,84
186,186,unheimlich,de,noun,/ʊnˈhaɪmlɪç/,ʊnɶʏnʏ,creepy,,2136,2435,84
187,187,동전,ko,noun,/to̞ŋd͡ʑʌ̹n/,onɔn,coin,2137,,205:1413:2019:2154:2217:2233:3369,92
188,188,wally,en,,/ˈweɪɫi/,øʏy,wally,1821,3403,282:880:1475:1879:2138:2223:2609,86
189,189,menipu,id,noun,/mənipu/,nənyu,Deep down,,1118,40:589:785:1034:2000:2139:2499:2844:2901,86
190,190,间谍,zh-cn,noun,/tɕjɛn˥˩ tjɛ˧˥/,œnœ,spy,,2140,818:2697,92
