,word,word_lang,word_pos,word_pos_spacy,word_ipa,word_ipa_edited_vowel,word_en,next_word_index_verb,next_word_index_noun,next_word_index_adjective
38,松树,zh-cn,noun,verb,/sʊŋ˥˥ ʂu˥˩/,ʊnu,pine,,1998:2343,
39,퇴색하다,ko,noun,noun,/tʰø̞sʰɛ̝kʰa̠da̠/,øœɶɶ,Fade,,1999,2085
40,皮肉,ja,noun,noun,/çinikɯ/,ynyu,Ironic,,189:589:2000:2499:2844:2901,
41,纵向,zh-cn,verb,other,/tsʊŋ˥˩ ɕjɑŋ˥˩/,ʊnɒn,Portrait,,1051:1963:2001:2678:2963,
42,阁楼,zh-cn,adjective,noun,/kɤ˧˥ loʊ˧˥/,ooʊ,attic,,2002,
43,屋根裏,ja,adjective,noun,/janeɯɾa/,ɶnøuɶ,attic,,2003:3268,
44,Dachboden,de,adjective,noun,/ˈdaxˌboːdən/,ɶoən,Loft,,1973:2168,
45,eilig,de,adjective,other,/ˈʔaɪ̯lɪç/,ɶʏʏ,hurried,2004,828,
46,虔诚,zh-cn,adjective,verb,/tɕʰjɛn˧˥ ʈʂʰɤŋ˧˥/,œnon,Sincere,,771:1214:1792:2005:2122:2295:2345:2564:2809:2820,661:2248
47,malforta,eo,adjective,adjective,/malforta/,nɶoɶ,weak,2247,2006,2296:3178
48,서두르다,ko,noun,verb,/sʰʌ̹duɾɯda̠/,ɔuuɶ,hurry,,264:1059:2007:2860:3011,2207
49,脇腹,ja,noun,noun,/ɰᵝakibaɾa/,ɶyɶɶ,flank,1806:2969:3024,246:1145:1226:1243:1317:1985:2008:2191:2290:2979:3156,2822
50,没我的,ja,noun,noun,/botsɯgateki/,ouɶøy,Selfish,,1124:1937:2009:2186:2685:2904:3434,
51,교련,ko,noun,verb,/kjoɾjʌ̹n/,oɔn,drilling,,2010:3287,
52,memilih,id,noun,verb,/məmilih/,nənyy,choose,,1280:1461:2011:2374:2563:2631:3003:3132:3249,662:1578
53,elekti,eo,noun,verb,/elekti/,øøy,choose,,2012:2375,
54,wählen,de,noun,verb,/ˈvɛːlən/,œən,choose,,1364:1960:1966:2272:2516:2532,
55,palmo,eo,noun,noun,/palmo/,ɶno,Palm,,95:130:497:578:777:792:855:856:2013:2052:2081:2242:2377:2425:2426:2665:2677:3217,1345:3410
56,medio,eo,,noun,/medio/,nøyo,Environment,2624,1933:2870:3431,2014
57,의약품,ko,,noun,/ɰija̠k̚pʰum/,yɶun,medicine,1644,490:1337:1942:2015:2059:2419:2575:2900:3038:3346:3404,
58,첨탑,ko,noun,noun,/t͡ɕʰʌ̹mtʰa̠p̚/,ɔnɶ,spire,,2016,2160
59,冥王星,zh-cn,noun,noun,/mɪŋ˧˥ wɑŋ˧˥ ɕɪŋ˥˥/,nʏnɒnʏn,Pluto,2017:2623:3225,990:1748:1988:2311:2835,
60,Plutono,eo,noun,noun,/plutono/,uono,Pluto,3356,115:244:278:627:646:1064:2018:2068:2189:2214:2219:2866,145
61,명왕성,ko,noun,noun,/mjʌ̹ŋwa̠ŋsʰʌ̹ŋ/,nɔnɶnɔn,Pluto,2137,205:1413:2019:2154:2217:2233:3369,
62,冥王星,ja,noun,noun,/meioɯsei/,nøyouøy,Pluto,2020:2199,1024:1206:2332:2359:2376:2837:2954:3128,
63,Schreibtische,de,noun,noun,/ˈʃɾaeptɪʃə/,ɶøʏə,Desks,1796,544:1735:2021,
64,デスク,ja,noun,noun,/desɯkɯ/,øuu,desk,,2022:2410:2708,
65,书桌,zh-cn,noun,noun,/ʂu˥˥ ʈʂuɔ˥˥/,uuɔ,desk,,2023,
66,책상,ko,noun,noun,/t͡ɕʰɛ̝ks͈a̠ŋ/,œɶn,desk,,106:1706:2024:2693,
67,융합,ko,noun,noun,/juŋɦa̠p̚/,unɶ,fusion,3125,574:768:1036:1237:1452:1453:2025:2208:2441:2658:2845:2865:3078:3124,
68,analysieren,de,noun,verb,/ˈʔanʔɑlyˈziːɾen/,ɶnɒyyøn,analyze,,720:742:1550:1788:2026:2218:2633:2674:3352:3446,1957:3233
69,늑대,ko,noun,noun,/nɯk̚t͈ɛ̝/,nuœ,A wolf,,2027:2113,
70,ウォルフ,ja,noun,noun,/ɯoɾɯɸɯ/,uouu,Wolf,,2028:2112:2222:3425:3437,2206
71,Summe,de,noun,noun,/ˈzʊmmə/,ʊnnə,total,,2029,
72,수미,ko,noun,noun,/sʰumi/,uny,Sumi,,284:1449:1752:2030:2566:3001:3093:3121:3329,2225
73,夏天,zh-cn,noun,noun,/ɕja˥˩ tʰjɛn˥˥/,ɶœn,summer,,808:2031:3433,
74,summa,en,noun,noun,/ˈsumə/,unə,summa,,2032,
75,sangat,id,,other,/saŋat/,ɶnɶ,very,2746,178:375:391:462:501:733:752:774:823:890:985:1195:1268:1368:1621:1638:1789:1790:1952:2033:2147:2213:2316:2642:2663:2718:2811:2996:3226:3325:3353,1546:2129:2724:3164
76,deinen,de,noun,verb,/ˈdaɪ̯nən/,ɶʏnən,yours,2034:2109:2118:2475,534:657:842:1001:1093:1352:1872:1962:2173:2354:2408:2476:2559:2580:2655:2944:2991:3047:3227,2456:2468
77,thine,en,noun,noun,/ˈðaɪn/,ɶʏn,thine,2035,209:1209:1238:1349:2188:3295,
78,자연,ko,noun,noun,/t͡ɕa̠jʌ̹n/,ɶɔn,nature,,1976:2036,
79,glotzen,de,noun,verb,/ˈglɔtsən/,ɔən,slip,,476:2037:3245:3351,
80,졸음,ko,noun,noun,/t͡ɕo̞ɾɯm/,oun,drowsiness,,2038:2221:2271:2284:2641:2713:3390,2882
81,拳闘,ja,noun,noun,/keɴtoɯ/,ønou,Fist,,1296:1412:1964:2039:2043:2079:2238:2539:3010:3091,
82,전단,ko,noun,noun,/t͡ɕʌ̹nda̠n/,ɔnɶn,shear,161:2040:2250:3175:3218,305:308:523:543:610:697:821:869:1215:1242:1288:1306:1426:1519:1521:1532:1535:1549:1601:1604:1615:1635:1653:1694:1753:1773:1804:1848:1906:1929:1975:2274:2445:2454:2483:2591:2621:2704:2946:3104:3174:3181:3281:3342:3359:3428,509:2114
83,曲がり,ja,noun,noun,/magaɾi/,nɶɶy,Bend,,815:1469:2041:2317:2694:2907:3063:3114:3137:3190,
84,弯曲,zh-cn,noun,verb,/wan˥˥ tɕʰy˥˥/,ɶny,bending,727,90:383:655:796:868:1030:1047:1140:1146:1191:1284:1385:1448:1925:2042:2047:2315:2326:2557:2728:2916:3120,2841
85,곡선,ko,noun,noun,/ko̞ks͈ʌ̹n/,oɔn,curve,,2010:3287,
86,環礁,ja,noun,noun,/kaɴɕoɯ/,ɶnou,Atoll,,1296:1412:1964:2039:2043:2079:2238:2539:3010:3091,
87,nosed,en,verb,adjective,/ˈnoʊzd/,noʊ,nosed,569,127:749:1068:1094:2044:2286:2300,2492:3333
88,nazo,eo,verb,noun,/nazo/,nɶo,nose,,407:738:1718:2045:2134:2350:2629:3301:3331,
89,콧물,ko,verb,noun,/kʰo̞nmuɭ/,onnu,snot,,2046:2237:3033:3332,
90,얼간이,ko,noun,noun,/ʌ̹ɭɡa̠ni/,ɔɶny,jerk,727,84:374:655:868:1030:1047:1140:1146:1191:1385:1824:2042:2047:2315:2326:2557:2618:2728:2915:2916:3120,2841
91,吐き出す,ja,noun,verb,/hakidasɯ/,ɶyɶu,Exhale,1713,347:1561:2048:2117:2128:2289:2720:3298,
92,소작지,ko,noun,noun,/sʰo̞d͡ʑa̠k̚t͡ɕ͈i/,oɶy,croft,2770,293:2049,
93,penjara,id,noun,noun,/pəndʒara/,ənɶɶ,jail,313,310:474:596:837:1006:1076:1383:1607:1867:2050:2091:2254:2256:2323:2379:2405:2506:2520:2543:2824:3068:3102:3220:3392,2241:2875
94,Gefängnisse,de,noun,noun,/ɡəˈfɛŋnɪsə/,əœnnʏə,Prisons,,1429:2051:2100,
95,감옥,ko,noun,noun,/ka̠mo̞k̚/,ɶno,prison,,55:130:492:497:499:792:855:856:1600:1891:2013:2052:2242:2377:2425:2426:2544:2665:2677:3217,3410
96,监狱,zh-cn,noun,noun,/tɕjɛn˥˥ y˥˩/,œny,prison,2542,12:457:1070:1437:1598:1935:1972:2053:2378:3111:3216,
97,刑務所,ja,noun,noun,/keimɯɕo/,øynuo,prison,,1422:2054:2521:2731,2243
98,咖啡馆,zh-cn,noun,noun,/kʰa˥˥ feɪ˥˥ kwan˨˩˦/,ɶøʏɶn,coffee shop,,1911:2055:2637,
99,浮気,ja,noun,noun,/ɯɰᵝaki/,uɶy,Flirt,,812:1133:2056:2212:2471:2698:2814:3044,2909:3387
100,rapida,eo,noun,other,/rapida/,ɶyɶ,fast,2998,224:268:479:685:912:931:1274:2210:2412:3326,2057:3244
101,迅速,ja,noun,adjective,/dʑiɴsokɯ/,ynou,Quick,,1296:1412:1964:2039:2043:2079:2238:2539:3010:3091,
102,迅速,zh-cn,noun,verb,/ɕyn˥˩ su˥˩/,ynu,rapid,,173:394:395:763:1061:1682:1747:2058:2124:2337:2340:2654:2862:3252:3327,
103,빠른,ko,noun,other,/p͈a̠ɾɯn/,ɶun,fast,1644,490:1337:1942:2015:2059:2419:2575:2900:3038:3346:3404,
104,melekat,id,verb,verb,/mələkat/,nəəɶ,Oking,2060,2418,3232
105,奇怪,zh-cn,,verb,/tɕʰi˧˥ kuaɪ˥˩/,yuɶʏ,strange,,1977:2239:2794,
106,seltsam,de,,other,/ˈzɛltˌzaːm/,œɶn,strange,1919:3291,66:1170:1785:2024:2061,
107,Geschmack,de,noun,noun,/ɡəˈʃmak/,ənɶ,taste,,331:451:694:927:1421:2062:2769:3097,
108,品尝,zh-cn,noun,verb,/pʰɪn˨˩˦ ʈʂʰɑŋ˧˥/,ʏnɒn,taste,,1051:1963:2001:2678:2963,
109,규모,ko,noun,noun,/kjumo̞/,uno,Scale,,367:1097:2063:2308:3061,
110,规模,zh-cn,noun,noun,/kweɪ˥˥ mɔ˧˥/,øʏnɔ,scale,,2064,
111,Rahmen,de,noun,noun,/ˈʁaːmən/,ɶnən,frame,2034:2109:2118:2475,534:657:842:1001:1093:1352:1872:1962:2173:2354:2408:2476:2559:2580:2655:2944:2991:3047:3227,2456:2468
112,bated,en,verb,verb,/ˈbeɪtɪd/,øʏʏ,bated,,2065,
113,tertahan,id,verb,noun,/tərtahan/,əɶɶn,Stone,1978:2606:3416,123:338:485:827:1279:1336:1371:1830:1905:1981:2066:2074:2155:2170:2280:2346:2357:2469:2481:2574:2702:2783:2813:2893:2897:2931:2932:3002:3159:3205,2573
114,Wunder,de,noun,noun,/ˈvʊndəʁ/,ʊnə,wonder,,941:2067,
115,홍조,ko,noun,verb,/ɸʷo̞ŋd͡ʑo̞/,ono,flushing,3356,60:274:627:1064:1495:1794:2018:2068:2189:2214:2219:2866,
116,remis,en,noun,noun,/ˈɹeɪmiz/,øʏny,remis,950,986:1167:2211:2436:2780,2069:3148
117,remis,id,noun,noun,/rəmis/,əny,Remis,,353:1504:2297:2885,2070:3013:3162
118,steigen,de,noun,verb,/ˈʃtaɪ̯ɡən/,ɶʏən,climb,724:1698:2216,32:448:790:905:1038:1092:1171:1548:1559:1889:1959:1996:2737:3294:3430,
119,登る,ja,noun,verb,/noboɾɯ/,noou,climb,,2071:2590:3009:3364,
120,climb,en,noun,verb,/ˈkɫaɪm/,ɶʏn,climb,2035,209:1209:1238:1349:2188:3295,
121,mendaki,id,noun,noun,/məndaki/,nənɶy,Climb,1699,14:158:267:390:416:937:987:1290:1391:1620:1856:1974:2072:2108:2209:2333:2356:2406:2604:2775:3006:3075:3285,1625
122,grimpi,eo,noun,verb,/grimpi/,yny,to climb,,171:328:350:562:579:879:895:992:1211:1545:1803:2073:2123:2266:2292:2444:2478:2712:2815:2959:3100:3191,323:2490:2738
123,파란,ko,noun,adjective,/pʰa̠ɾa̠n/,ɶɶn,blue,113:311:1808:1978:3416,18:21:206:223:338:401:419:535:547:566:675:677:711:826:827:830:899:917:948:1104:1109:1178:1224:1259:1279:1336:1499:1534:1575:1590:1693:1793:1830:1904:1954:1981:2066:2074:2155:2170:2280:2346:2469:2481:2574:2702:2783:2813:2893:2897:2931:3002:3037:3159:3205,
124,unbemerkt,de,noun,other,/ʔʊnbəˈmɛɾkt/,ʊnənœ,unnoticed,,659:2075:2878:3324,1080
125,엉터리,ko,noun,noun,/ʌ̹ŋtʰʌ̹ɾi/,ɔnɔy,nonsense,2076,2504:3323,
126,無防備,ja,noun,noun,/mɯboɯbi/,nuouy,Unprotected,2872:3062,974:2202:2497:2671,2077:2802
127,凶手,zh-cn,noun,noun,/ɕjʊŋ˥˥ ʂoʊ˨˩˦/,ʊnoʊ,murderer,87,344:357:498:581:807:854:1517:1689:1756:1928:2078:2286:2869,2492:3333
128,煙突,ja,noun,noun,/eɴtotsɯ/,ønou,chimney,,1296:1412:1964:2039:2043:2079:2238:2539:3010:3091,
129,흠뻑,ko,noun,verb,/xɯmp͈ʌ̹k̚/,unɔ,sopping,,1632:2080:3237,
130,ハント,ja,noun,noun,/haɴto/,ɶno,hunt,,55:95:492:499:578:777:856:1600:1891:2013:2052:2081:2242:2425:2426:2544:2665:2677:3217,1345
131,traurig,de,,other,/ˈtʁaʊ̯.ʁɪç/,ɶʊʏ,Sad,,2082,
132,残念ながら,ja,,adjective,/zaɴneɴnagaɾa/,ɶnnønnɶɶɶ,Unfortunately,1813:2439,377:787:965:969:1742:2083:2795:3320,2673:2798
133,merebut,id,noun,verb,/mərəbut/,nəəu,Breaking,,2084:2799,
134,빼앗다,ko,noun,verb,/p͈ɛ̝a̠t̚t͈a̠/,œɶɶ,Steal,,1999,2085
135,奪う,ja,noun,verb,/ɯbaɯ/,uɶu,Rob,2269,2086:2161:2265:2512:2661,2949
136,suram,id,noun,adjective,/suram/,uɶn,bleak,,464:1351:1431:1650:2176:2220:2392:2397:2430:2461:2505:2988:3021:3079:3082:3088:3271,458:2087:2294:2551:3248:3275
137,benebelt,de,noun,verb,/bəˈneːbɛlt/,ənøœ,fidgety,,2088,
138,muzzy,en,noun,adjective,/ˈməzi/,nəy,muzzy,,936:1239:1917:2089:2977,
139,お守り,ja,noun,noun,/omamoɾi/,onɶnoy,Amulet,3274,706:875:876:977:1441:2090:2390:2600:2734:2735:2805:3115:3375,2681:2764:2911
140,jenaka,id,noun,other,/dʒənaka/,ənɶɶ,Often,313,310:474:596:837:1006:1076:1383:1607:1867:2050:2091:2254:2256:2323:2379:2405:2506:2520:2543:2824:3068:3102:3220:3392,2241:2875
141,众所周知,zh-cn,verb,verb,/ʈʂʊŋ˥˩ suɔ˨˩˦ ʈʂoʊ˥˥ ʈʂɚ˥˥/,ʊnuɔoʊ,Well-known,,1085:2092,
142,known,en,verb,verb,/ˈnoʊn/,noʊn,known,,2093:2152:2324,
143,bekannt,de,verb,other,/bəˈkant/,əɶn,known,570:1616,1115:1338:2094:2339:3223,
144,diketahui,id,verb,verb,/dikətahui/,yəɶuy,is known,1882,424:431:495:1250:1322:1612:2338:2362:2367:2423:2985:3026:3339,2095
145,홍조,ko,adjective,verb,/ɸʷo̞ŋd͡ʑo̞/,ono,flushing,3356,60:274:627:1064:1495:1794:2018:2068:2189:2214:2219:2866,
146,Kupee,de,noun,other,/ˈkuːpəə/,uəə,Kupe,,2096,
147,胆子,zh-cn,noun,noun,/tan˨˩˦ tsɯ˧/,ɶnu,courage,,7:411:449:465:877:964:1111:1228:1326:1520:1673:1967:2097:2352:2384:2583:2736:2742:3262,
148,废物,zh-cn,noun,noun,/feɪ˥˩ u˥˩/,øʏu,waste,2205,2098:3266,
149,索引,ja,noun,noun,/sakɯiɴ/,ɶuyn,index,2099:3424,641:782:799:1040:1863:1914:1922:2194:2548:2683:2730:2847:2886,
150,Schnitte,de,noun,noun,/ˈʃnɪtə/,nʏə,Cut,,1429:2051:2100,
151,녀석,ko,noun,noun,/ɲjʌ̹sʰʌ̹k̚/,nɔɔ,guy,,2101,
152,guyot,en,noun,adjective,/ˈɡaɪət/,ɶʏə,guyot,,1583:2102,3072
153,귀엽다,ko,noun,adjective,/kɥijʌ̹p̚t͈a̠/,yɔɶ,cute,,2103,
154,可愛い,ja,noun,adjective,/kaɰᵝaii/,ɶɶyy,cute,2231,2817:3086,2104:2424
155,潤い,ja,noun,noun,/ɯɾɯoi/,uuoy,moisture,,2105:3122,
156,James,de,noun,noun,/ˈjɑːməs/,ɒnə,James,,180:848:1037:1851:2106:2540,
157,Jakobo,eo,noun,noun,/jakobo/,ɶoo,James,2107,1511:3016:3168,
158,칸막이,ko,noun,adjective,/kʰa̠nma̠ɡi/,ɶnnɶy,bulkhead,1699,14:121:267:390:416:475:937:1592:1664:1903:2072:2108:2209:2333:2406:2604:2775:3006:3075:3229:3285,1625
159,benommen,de,verb,verb,/bəˈnɔmmən/,ənɔnnən,dazed,2034:2109:2118:2475,534:657:842:1001:1093:1352:1872:1962:2173:2354:2408:2476:2559:2580:2655:2944:2991:3047:3227,2456:2468
160,linglung,id,verb,noun,/liŋluŋ/,ynun,Linglung,2309,408:557:590:656:669:1012:1052:1498:1826:2305:2351:2500:2534:2568:2656:2709:2830:2856:3053,2110
161,茫然,zh-cn,verb,verb,/mɑŋ˧˥ ʐan˧˥/,nɒnɶn,Gang,2250:3175:3218,15:82:162:272:305:308:332:427:523:532:543:568:588:610:697:838:869:1035:1141:1144:1163:1215:1288:1426:1521:1532:1601:1615:1635:1653:1694:1702:1753:1773:1804:1810:1848:1906:1929:1975:2111:2274:2454:2483:2591:2621:2704:2946:3104:3174:3181:3182:3281:3342:3359:3428,
162,농장,ko,noun,noun,/no̞ŋd͡ʑa̠ŋ/,nonɶn,Farm,161:2040:2250:3175:3218,305:308:523:543:610:697:821:869:1215:1242:1288:1306:1426:1519:1521:1532:1535:1549:1601:1604:1615:1635:1653:1694:1753:1773:1804:1848:1906:1929:1975:2274:2445:2454:2483:2591:2621:2704:2946:3104:3174:3181:3281:3342:3359:3428,509:2114
163,schlagen,de,noun,verb,/ˈʃlaːɡən/,ɶən,beat,2975:3041,2115:2321:2510:2651:3438,2314
164,memukul,id,noun,verb,/məmukul/,nənuu,hit,,22:921:1221:1266:1873:2116:2450:2966:2994:3085,3398
165,散らす,ja,noun,verb,/tɕiɾasɯ/,yɶu,Scatter,1713,347:1561:2048:2117:2128:2289:2720:3298,
166,Aufnahmen,de,noun,noun,/ˈʔaofˌnɑmən/,ɶonɒnən,Recordings,2034:2109:2118:2475,534:657:842:1001:1093:1352:1872:1962:2173:2354:2408:2476:2559:2580:2655:2944:2991:3047:3227,2456:2468
167,拍摄,zh-cn,noun,verb,/pʰaɪ˥˥ ʂɤ˥˩/,ɶʏo,Shoot,2119,860,
168,敏锐,zh-cn,noun,verb,/mɪn˨˩˦ ʐweɪ˥˩/,nʏnøʏ,keen,,881:1071:1408:2349:2582:2740:3090,2120
169,夢,ja,noun,noun,/jɯme/,unø,dreams,,2121,
170,梦,zh-cn,noun,noun,/mɤŋ˥˩/,non,dream,,771:1214:1792:2005:2122:2295:2345:2564:2809:2820,661:2248
171,mimpi,id,noun,noun,/mimpi/,nyny,dream,,122:350:562:879:992:1211:1545:1803:1823:2073:2123:2266:2270:2444:2478:2712:2815:2959:3100:3191,323:2490:2738
172,Traum,de,noun,noun,/tʀaʊ̯m/,ɶʊn,dream,,37:489:1777:1997:2277,
173,timbul,id,noun,adjective,/timbul/,ynu,Embossed,,102:394:395:763:1061:1682:1747:2058:2124:2337:2340:2654:2862:3272,
174,entstehen,de,noun,verb,/ʔɛntˈʃteːən/,œnøən,arise,2619,2125:2180:2283:2331:2364:2699,
175,생기다,ko,noun,verb,/sʰɛ̝ŋɡida̠/,œnyɶ,to happen,3203,962:1738:1740:2793:2978:3317,2126:2463:3283
176,出现,zh-cn,noun,verb,/ʈʂʰu˥˥ ɕjɛn˥˩/,uœn,appear,,2127,
177,生み出す,ja,noun,verb,/ɯmidasɯ/,unyɶu,produce,1713,347:1561:2048:2117:2128:2289:2720:3298,
178,라마,ko,noun,noun,/ɾa̠ma̠/,ɶnɶ,Lama,,75:198:273:375:462:733:752:774:851:861:890:1621:1638:1745:1760:1790:2033:2147:2213:2316:2334:2642:2663:2718:2811:2996:3226:3325,2129:2724:3164
179,Lamas,de,noun,other,/ˈlɑːmɑs/,ɒnɒ,Lamas,,2130,
180,lamas,en,noun,noun,/ˈɫɑməz/,ɒnə,lamas,,156:634:2131,
181,ブレイン,ja,noun,noun,/bɯɾeiɴ/,uøyn,Brain,2386,2132,
182,宠物,zh-cn,noun,noun,/ʈʂʰʊŋ˨˩˦ u˥˩/,ʊnu,pet,,1998:2343,
183,말투,ko,noun,noun,/ma̠ɭtʰu/,nɶu,speech,1381,453:541:638:789:822:889:923:942:1039:1043:1053:1392:1591:1633:1676:2133:2545:2598:2675:2745:2778:2850:3238,3076:3368
184,Malto,eo,noun,noun,/malto/,nɶo,Malta,,407:738:1718:2045:2134:2350:2629:3301:3331,
185,多云,zh-cn,adjective,verb,/tuɔ˥˥ yn˧˥/,uɔyn,partly cloudy,,294:599:2135:2235:2660,
186,unheimlich,de,noun,other,/ʊnˈhaɪmlɪç/,ʊnɶʏnʏ,creepy,,2435,2136
187,동전,ko,noun,noun,/to̞ŋd͡ʑʌ̹n/,onɔn,coin,2137,205:1413:2019:2154:2217:2233:3369,
188,wally,en,,other,/ˈweɪɫi/,øʏy,wally,1821,282:880:1475:1879:2138:2223:2609,3403
189,menipu,id,noun,other,/mənipu/,nənyu,Deep down,,40:589:785:1034:2000:2139:2499:2844:2901,1118
190,间谍,zh-cn,noun,noun,/tɕjɛn˥˩ tjɛ˧˥/,œnœ,spy,,818:2697,2140
191,kuning,id,noun,adjective,/kuniŋ/,unyn,yellow,2181,235:399:966:998:1045:1168:1348:1518:1716:1901:2141:2344:2443:2796:2819:2852:2920:3236:3299:3393,1125:2437:3158
192,yellow,en,noun,adjective,/ˈjɛɫoʊ/,œoʊ,yellow,,289:2142,
193,노랑,ko,noun,adjective,/no̞ɾa̠ŋ/,noɶn,yellow,2143,29:200:365:898:1908:1916:2182:2307:2719:2751:2976:3383:3418:3421,2149
194,ボルト,ja,noun,noun,/boɾɯto/,ouo,bolt,,2144:2570:2962:2980:3235,
