word,word_lang,word_ipa,word_ipa_rhyme,word_en,word_ja,pair_word,pair_word_lang,pair_word_ipa,pair_word_ipa_rhyme,pair_word_en,pair_word_ja,rhyme_type,match_ipa_rhyme,pos,syllable
envoltura,es,/emboltuɾa/,ømobuɶ,envelope,封筒,tripatouilla,/tʁipatuja/,byɶuɶ,fr,Tripatouilla,Tripatouilla,kyaku,uɶ,noun,4
emballage,fr,/ɑ̃balaʒ/,ɑɶɶ,packaging,パッケージング,산잠아,/sʰa̠nd͡ʑa̠ma̠/,bɶmbɶɶ,ko,Mountain sleep,山の睡眠,kyaku,ɶɶ,noun,3
Verpackung,de,/fɛːɐ̯ˈpakʊŋ/,œɐɶʊm,Packaging,パッケージング,وللصون,/walilsˤaʊn/,ɶybbɶʊm,ar,And for the sauce,そしてソースのために,kyaku,ɶʊm,noun,3
umbúðir,is,/ʏmpuðɪr/,ʏmuʏ,Packaging,パッケージング,inhuman,/ˌɪnˈhjumən/,ʏmuəm,en,inhuman,非人道的,to,mu,noun,3
kebijaksanaan,id,/kəbidʒaʔsanaʔan/,əybɶbɶɶɶm,wisdom,知恵,dénaturalisâmes,/denatyʁalizam/,øɶyɶyɶm,fr,denaturalis,デナチュラリス,kyaku,ɶm,noun,6
înfundare,ro,/ɨnfundare/,ʉmumɶø,choke,むせさせる,biết bao mà kể,/biək˦˥ baw˧˥ ma˦˨ ke˧˩˨/,yəbɶɶø,vi,How much,いくら,kyaku,ɶø,adjective,4
قباقيب,ar,/qabaːqiːb/,ɶɶyb,clogs,詰まり,vô chánh trị,/jo˧˥ can˩˧ ʈi˨ˀ˩ʔ/,oɶmyb,vi,uncertainty,不確実性,kyaku,yb,noun,3
persuader,fr,/pɛʁsɥade/,œbbɶø,to persuade,説得する,御洒落,/oɕaɾe/,oɶø,ja,Fashionable,御洒落,kyaku,ɶø,verb,3
persuadir,es,/peɾswaðiɾ/,øbɶy,to persuade,説得する,có ra gì,/kɔ˩˧ ʐa˧˥ ɣi˦˨/,ɔɶy,vi,What to do,何をすべきか,kyaku,ɶy,verb,3
râsete,ro,/rɨsete/,ʉøø,laughter,笑い,eke de,/eke de/,øøø,eo,ECE of,のECE,kyaku,øø,noun,3
ausstatten,de,/ˈʔaosˌʃtatən/,ɶobɶəm,equip,装備,vanauken,/væˈnaʊkən/,æɶʊəm,en,vanauken,ヴァナウケン,kyaku,əm,verb,3
pronunciar,es,/pɾonunθjaɾ/,boumbɶ,to pronounce,発音する,سأخسر,/saʔaxsar/,ɶɶbɶ,ar,I will lose,私は負けます,kyaku,bɶ,verb,3
チームメイト,ja,/tɕiːmɯmeito/,byuøyo,teammate,チームメイト,skénario,/skenario/,bøɶyo,id,scenario,シナリオ,kyaku,yo,noun,4
samteamano,eo,/samteamano/,ɶmøɶɶo,teammate,チームメイト,どうしたの,/doɯɕitano/,ouyɶo,ja,what happened,どうしたの,kyaku,ɶo,verb,4
tohveli,fi,/ˈtohveli/,oøy,slipper,スリッパ,丹誠,/taɴsei/,ɶmøy,ja,Sincerity,丹誠,kyaku,øy,noun,3
スリッパ,ja,/sɯɾipːa/,uybɶ,slipper,スリッパ,nón quai thao,/nɔŋ͡m˩˧ waj˧˥ tʰaw˧˥/,ɔmmɶbɶ,vi,Vietnam top hat,ベトナムのトップハット,kyaku,bɶ,noun,3
sângera,ro,/sɨndʒera/,ʉmbøɶ,bleed,出血,kornéa,/kornea/,oøɶ,id,kornéa,コルネア,kyaku,øɶ,noun,3
berdarah,id,/bərdarah/,əɶɶ,bloody,血まみれ,じゃんじゃか,/dʑaɴdʑaka/,bɶmbɶɶ,ja,Janjaka,じゃんじゃか,kyaku,ɶɶ,verb,3
pallotella,fi,/ˈpɑlloˌtellɑ/,ɑboøbɑ,ballot,投票,pervertissement,/pɛʁvɛʁtismɑ̃/,œbœbybɑ,fr,pervert,変態,kyaku,bɑ,noun,4
jonglieren,de,/ʒɔŋˈliːʁən/,ɔmyəm,juggle,ジャグル,determine,/dəˈtɝmən/,əəəm,en,determine,決定,kyaku,əm,verb,3
陸上競技,ja,/ɾikɯdʑoɯkjoɯgi/,yuboubouy,Athletics,陸上競技,minusválidas,/minuˈsβaliðas/,yubɶyɶb,es,disabled,無効,to,ub,noun,5
atletismo,es,/atletizmo/,ɶbøybo,athletics,陸上競技,väkijoukko,/ˈvækijoˌukko/,æyoubo,fi,crowd,群衆,kyaku,bo,noun,4
yleisurheilu,fi,/ˈyleisurˌheilu/,yøyuøyu,athletics,陸上競技,Sühnerituale,/zyneɾitualə/,yøyuɶə,de,Chicken ritual,鶏の儀式,to,øyu,noun,5
athletics,en,/æθˈɫɛtɪks/,æbœʏbb,athletics,陸上競技,ceramist,/tʃeramist/,bøɶybb,ro,ceramist,セラミスト,kyaku,bb,noun,3
valitus,fi,/ˈvɑlitus/,ɑyub,appeal,訴える,éclaboussent,/eklabus/,øbɶub,fr,splash,スプラッシュ,kyaku,ub,verb,3
gemido,es,/xemiðo/,øyo,groan,うめき声,tiểu qui mô,/tiəw˧˩˨ wi˧˥ mo˧˥/,yəyo,vi,small -scale,小規模,kyaku,yo,adjective,3
kejutan,id,/kədʒutan/,əbuɶm,shock,ショック,phạt vi cảnh,/fak˨ˀ˩ʔ ji˧˥ kan˧˩˨/,ɶbbyɶm,vi,punishment,罰,kyaku,ɶm,noun,3
サプライズ,ja,/sapɯɾaizɯ/,ɶuɶyu,surprise,サプライズ,gaŭsa kurbo,/gausa kurbo/,ɶuɶuo,eo,Gaussian curve,ガウス曲線,to,uɶ,noun,4
yllätys,fi,/ˈyllætys/,ybæyb,surprise,サプライズ,Kompaktheit,/kɔmpaktəiːt/,ɔmɶbəyb,de,compactness,コンパクトさ,kyaku,yb,noun,3
ダンプトラック,ja,/daɴpɯtoɾakːɯ/,ɶmuoɶbu,Dump truck,ダンプトラック,Mammutausstellung,/ˈmammutaozstɛllʊŋ/,ɶmuɶobbœbʊm,de,Mammoth exhibition,マンモス展,to,mu,noun,5
konateco,eo,/konatet͡so/,oɶøbo,acquaintance,知り合い,散房花序,/saɴboɯkadʑo/,ɶmouɶbo,ja,Scattered blossoming,散房花序,kyaku,bo,noun,4
臭名昭著,zh-cn,/ʈʂʰoʊ˥˩ mɪŋ˧˥ ʈʂɑʊ˥˥ ʈʂu˥˩/,oʊʏmɑʊu,notorious,悪名高い,فسنوقر,/fasanaʊqur/,ɶɶɶʊu,ar,We will save,保存します,kyaku,ʊu,verb,4
escuchar,es,/eskutʃaɾ/,øbubɶ,listen,聞く,ونسهر,/wanashar/,ɶɶbɶ,ar,And watch out,気をつけてください,kyaku,bɶ,verb,3
peukaloinen,fi,/ˈpeukɑˌloinen/,øuɑoyøm,thumb,親指,một thuyền một bến,/mok͡p˨ˀ˩ʔ tʰwiəŋ˦˨ mok͡p˨ˀ˩ʔ ben˩˧/,obbbbyəmobbbøm,vi,one boat,1つのボート,kyaku,øm,noun,4
säiliö,fi,/ˈsæiliø/,æyyø,tank,タンク,Untiere,/ˈʔʊnˈtiːɾe/,ʊmyø,de,Undeterma,undeterma,kyaku,yø,noun,3
reservoir,en,/ˈɹɛzəvˌwɑɹ/,œəbɑ,reservoir,貯水池,vanikka,/ˈvɑnikkɑ/,ɑybɑ,fi,vanilla,バニラ,kyaku,bɑ,noun,3
réservoir,fr,/ʁezɛʁvwaʁ/,øœbbɶb,tank,タンク,HIV,/hauː ɪ vaf/,ɶuʏɶb,is,HIV,HIV,kyaku,ɶb,noun,3
hugrekki,is,/hʏɣrɛhcɪ/,ʏœʏ,courage,勇気,Tischtennis,/tɪʃtɛnɪs/,ʏœʏb,de,Table tennis,卓球,to,œʏ,noun,3
calabaza,es,/kalaβaθa/,ɶɶɶɶ,pumpkin,かぼちゃ,준혹하다,/t͡ɕunβo̞kʰa̠da̠/,bumobɶɶ,ko,Mutate,変異,kyaku,ɶɶ,verb,4
monato,eo,/monato/,oɶo,month,月,frezador,/fɾeθaðoɾ/,bøɶo,es,milling machine,製粉機,kyaku,ɶo,noun,3
yritys,fi,/ˈyritys/,yyyb,company,会社,pendidik,/pəndidiʔ/,əmyyb,id,educator,教育者,kyaku,yyb,noun,3
enterprise,en,/ˈɛnɝˌpɹaɪz/,œəbɶʏb,enterprise,企業,dagsljósið,/taxstljousɪð/,ɶbbbbouʏb,is,daylight,明け,kyaku,ʏb,noun,3
Unternehmen,de,/ˌʊntɐˈneːmən/,ʊmɐøəm,company,会社,utilizăm,/utilizəm/,uyyəm,ro,use,使用する,kyaku,əm,noun,4
weekender,en,/ˈwiˌkɛndɝ/,yœmə,weekender,週末,비행장,/piɦɛ̝ŋd͡ʑa̠ŋ/,yœmbɶm,ko,airfield,飛行場,to,œm,verb,3
vasculaire,fr,/vaskylɛʁ/,ɶbyœb,vascular,血管,المشول,/aːlmiʃwal/,ɶbyɶb,ar,Shaved,剃毛,to,by,verb,3
ruokala,fi,/ˈruokɑlɑ/,uoɑɑ,canteen,食堂,gondwana,/ˌɡɑndˈwɑˌnɑ/,ɑmbɑɑ,en,gondwana,ゴンドワナ,kyaku,ɑɑ,verb,3
cantina,es,/kantina/,ɶmyɶ,canteen,食堂,vaccina,/vaktʃina/,ɶbbyɶ,ro,vaccinate,ワクチン接種,kyaku,yɶ,verb,3
cantină,ro,/kantinə/,ɶmyə,canteen,食堂,farica,/fɑˈɹikə/,ɑyə,en,farica,ファリカ,kyaku,yə,noun,3
governor,en,/ˈɡəvɝnɝ/,əəə,governor,知事,表示式,/pjɑʊ˨˩˦ ʂɚ˥˩ ʂɚ˥˩/,bɑʊəə,zh-cn,Represent,代表する,kyaku,əə,noun,3
seðlabankastjóri,is,/sɛðlapauŋ̊kastjouːrɪ/,œbɶɶumɶbbouʏ,Governor,知事,백화난만하다,/pɛ̝kʰwa̠na̠nma̠nɦa̠da̠/,œbɶɶmɶmɶɶ,ko,White painting,白い絵,to,bɶɶ,noun,6
protection,fr,/pʁɔtɛksjɔ̃/,bɔœbbɔ,protection,保護,기무처,/kimut͡ɕʰʌ̹/,yubbɔ,ko,Martial arts,武道,kyaku,bbɔ,noun,3
eliminación,es,/eliminaˈθjon/,øyyɶbom,elimination,除去,feminiinisyys,/ˈfemiˌniinisyys/,øyyyyyyb,fi,femininity,女性らしさ,to,yy,noun,5
hydrogen,en,/ˈhaɪdɹədʒən/,ɶʏbəbəm,hydrogen,水素,lưỡi không xương,/lɯəj˧˩˨ xoŋ͡m˧˥ sɯəŋ˧˥/,uəommuəm,vi,boneless tongue,骨のない舌,kyaku,əm,noun,3
hidrógeno,es,/iˈðɾoxeno/,yboøo,hydrogen,水素,女朋友,/ny˨˩˦ pʰɤŋ˧˥ joʊ˧/,ybomoʊ,zh-cn,girlfriend,彼女,to,bo,noun,4
Wasserstoff,de,/ˈvasɐʃtɔf/,ɶɐɔb,hydrogen,水素,polyglott,/pʊlːʏglɔtː/,ʊbʏbɔb,sv,polyglot,ポリグロット,kyaku,ɔb,noun,3
seeprakala,fi,/ˈseeprɑˌkɑlɑ/,øøbɑɑɑ,zebra,シマウマ,éléktronik,/eleʔtroniʔ/,øøbboyb,id,electronic,電子,to,øb,adjective,4
ゼブラフィッシュ,ja,/zebɯɾaɸiɕːɯ/,øuɶybu,Zebrafish,ゼブラフィッシュ,pakastuskelmu,/ˈpɑkɑsˌtuskelmu/,ɑɑbubøbu,fi,freezer,冷凍庫,kyaku,bu,noun,5
الخشب,ar,/aːlxaʃab/,ɶbɶɶb,the wood,木材,発達,/hatːatsɯ/,ɶbɶbu,ja,development,発達,to,bɶ,noun,3
dedication,en,/ˌdɛdəˈkeɪʃən/,œəøʏəm,dedication,献身,目击证人,/mu˥˩ tɕi˥˥ ʈʂɤŋ˥˩ ʐən˧˥/,ubyoməm,zh-cn,Witness,目撃者,kyaku,əm,noun,4
lumipuku,fi,/ˈlumiˌpuku/,uyuu,snow suit,スノースーツ,Benzinzufuhr,/bəˈntsɪntsufuɾ/,əmbʏmbuu,de,Petrol supply,ガソリン供給,kyaku,uu,noun,4
evento,eo,/evento/,øømo,event,イベント,diskonto,/diskonto/,ybomo,id,discount,割引,kyaku,mo,noun,3
Veranstaltung,de,/fɛːɐ̯ˈʔanˌʃtaltʊŋ/,œɐɶmɶbʊm,event,イベント,家道从容,/tɕja˥˥ tɑʊ˥˩ tsʰʊŋ˧˥ ʐʊŋ˧˥/,bbɶɑʊbbʊmʊm,zh-cn,Calm,落ち着いて,kyaku,ʊm,noun,4
حدث,ar,/ħadaθa/,ɶɶɶ,Event,イベント,korala,/korala/,oɶɶ,eo,coral,コーラル,kyaku,ɶɶ,noun,3
peristiwa,id,/pəristiwa/,əybyɶ,incident,インシデント,espartilla,/espaɾtiʎa/,øbɶyɶ,es,Spartilla,スパルティラ,kyaku,yɶ,noun,4
توسع,ar,/taʊassaʕa/,ɶʊɶbɶɶ,expansion,拡張,cavalcadas,/kavalkada/,ɶɶbɶɶ,fr,cavalcadas,カバルカダ,kyaku,ɶbɶɶ,noun,4
expansion,en,/ɪkˈspænʃən/,ʏbbæməm,expansion,拡張,罄身人,/tɕʰɪŋ˥˩ ʂən˥˥ ʐən˧˥/,bbʏməməm,zh-cn,Be out of the person,人から外れてください,kyaku,məm,noun,3
拡張,ja,/kakɯtɕoɯ/,ɶubou,Expansion,拡張,فأستغاث,/faʔustaɣaːθ/,ɶubɶɶb,ar,I seek help,私は助けを求めています,to,ub,noun,4
myndarlegur,is,/mɪntarlɛɣʏr/,ʏmɶœʏ,handsome,ハンサム,inbio,/ˌɪnˈbaɪoʊ/,ʏmɶʏoʊ,en,inbio,インビオ,to,mɶ,adjective,4
hacienda,fr,/asjɛnda/,ɶbœmɶ,hacienda,ハシエンダ,随伴者,/zɯihaɴɕa/,uyɶmɶ,ja,Accompaniment,随伴者,kyaku,mɶ,noun,3
Elite,de,/ʔeˈliːtə/,øyə,elite,エリート,gardină,/ɡardinə/,ɶyə,ro,chime,チャイム,kyaku,yə,noun,3
elito,eo,/elito/,øyo,elite,エリート,先驱者,/ɕjɛn˥˥ tɕʰy˥˥ ʈʂɤ˨˩˦/,bœmbbyo,zh-cn,Pioneer,先駆者,kyaku,yo,noun,3
aeronave,ro,/aeronave/,ɶøoɶø,AIRCRAFT,航空機,areometro,/areometro/,ɶøoøbo,eo,Areometer,aremeter,to,øo,noun,4
항공기,ko,/ha̠ŋɡo̞ŋɡi/,ɶmomy,aircraft,航空機,desuncí,/desunˈθi/,øumy,es,I discarded,私は捨てました,kyaku,my,noun,3
flugvélar,is,/flʏɣvjɛlar/,bʏbœɶ,airplanes,飛行機,低血压,/ti˥˥ ɕɥœ˥˩ ja˥˥/,ybœɶ,zh-cn,Hypotension,低血圧,kyaku,bœɶ,noun,3
etikka,fi,/ˈetikkɑ/,øybɑ,vinegar,お酢,heilsubrests,/heilsʏprɛsts/,øybʏbœbbb,is,health failure,健康障害,to,yb,noun,3
vinegar,en,/ˈvɪnəɡɝ/,ʏəə,vinegar,お酢,Embleme,/ˈʔɛmbləmə/,œmbəə,de,Emblems,エンブレム,kyaku,əə,noun,3
überdenken,de,/yːbɐdɛŋkn̩/,yɐœmbm,rethink,再考します,rotofilm,/rotofilm/,ooybm,ro,Rotofilm,rotofilm,kyaku,bm,verb,3
再考,ja,/saikoɯ/,ɶyou,Reconsideration,再考,血色素,/ɕɥœ˥˩ sɤ˥˩ su˥˩/,bœou,zh-cn,Hemoglobin,ヘモグロビン,kyaku,ou,noun,3
与える,ja,/ataeɾɯ/,ɶɶøu,give,与える,ratare,/ratare/,ɶɶø,ro,muff,マフ,to,ɶø,verb,3
Gangschaltung,de,/ˈgaŋʃaltʊŋ/,ɶmɶbʊm,Gear shift,ギアシフト,tenenbaum,/ˈtɛnənˌbaʊm/,œəmɶʊm,en,tenenbaum,テネンバウム,kyaku,ʊm,noun,3
tarttua,fi,/ˈtɑrttuɑ/,ɑbuɑ,stick,棒,andujar,/ɑnduˈjɑɹ/,ɑmuɑ,en,andujar,アンドゥジャー,kyaku,uɑ,verb,3
bankabók,is,/pauŋ̊kapouːk/,ɶumɶoub,banking book,銀行の本,antoniu's,/ænˈtoʊniuz/,æmoʊyub,en,antoniu's,アントニウの,kyaku,ub,noun,3
espuma,es,/espuma/,øbuɶ,foam,フォーム,écroulons,/ekʁulɔ̃/,øbuɔ,fr,Crowd,群衆,to,bu,noun,3
毛茸茸,zh-cn,/mɑʊ˧˥ ʐʊŋ˧˥ ʐʊŋ˧˥/,ɑʊʊmʊm,hairy,毛深い,وبصون,/wabisˤaʊn/,ɶybɶʊm,ar,Consonant,子音,kyaku,ʊm,noun,3
takkuinen,fi,/ˈtɑkkuinen/,ɑbuyøm,shaggy,シャギー,astringén,/astriŋen/,ɶbbyøm,id,Astingén,ASTINGEN,kyaku,yøm,noun,3
創設者,ja,/soɯsetsɯɕa/,ouøbuɶ,Founder,創設者,chúi mũi chúi tai,/cuj˩˧ muj˧˩˨ cuj˩˧ taj˧˥/,uuuɶ,vi,Ear nose,耳の鼻,kyaku,uɶ,noun,4
مؤسس,ar,/muʔassis/,uɶbyb,Founder,創設者,fuŝpalpi,/fuʃpalpi/,uɶby,eo,to make a breakdown,故障するために,to,ɶby,noun,3
painike,fi,/ˈpɑinike/,ɑyyø,handle,扱う,multfoje,/multfoie/,ubboyø,eo,many times,何度も,kyaku,yø,noun,3
mengetuk,id,/məŋətuʔ/,əəub,knock,ノック,avestruz,/aβestɾuθ/,ɶøbbub,es,ostrich,ダチョウ,kyaku,ub,verb,3
robinet,fr,/ʁɔbinɛ/,ɔyœ,faucet,蛇口,걸이대,/kʌ̹ɾidɛ̝/,ɔyœ,ko,Hang,下がる,kyaku,yœ,verb,3
napauttaa,fi,/ˈnɑpɑˌuttɑɑ/,ɑɑubɑɑ,tap,タップします,cofinançant,/kɔfinɑ̃sɑ̃/,ɔyɑɑ,fr,co -finishing,CO -FINISHING,kyaku,ɑɑ,verb,4
pantalones,es,/pantalones/,ɶmɶoøb,pants,ズボン,đàn hạc tiêu dao,/daŋ˦˨ hak˨ˀ˩ʔ tiəw˧˥ jaw˧˥/,ɶmɶbbyəɶ,vi,flock of pepper,コショウの群れ,to,mɶ,noun,4
espátula,es,/eˈspatula/,øbɶuɶ,spatula,ヘラ,浮き草,/ɯkikɯsa/,uyuɶ,ja,Float,浮き草,kyaku,uɶ,verb,4
understood,en,/ˌəndɝˈstʊd/,əməbʊb,understood,了解した,vorbeihuscht,/foːɐ̯bəˈʔiːʊʃt/,oɐəyʊb,de,showered by,シャワー,kyaku,ʊb,verb,3
dipahami,id,/dipahami/,yɶɶy,understood,了解した,discourtoisie,/diskuʁtwazi/,ybubbɶy,fr,discourteoisie,Dismyteoisie,kyaku,ɶy,verb,4
adevăr,ro,/adevər/,ɶøə,truth,真実,Schleichwege,/ˈʃlaeçvegə/,ɶøøə,de,Sneaking paths,こっそり道,kyaku,øə,noun,3
kebenaran,id,/kəbənaran/,əəɶɶm,truth,真実,chia phượng rẽ loan,/ciə˧˥ fɯəŋ˨ˀ˩ʔ ʐɛ˧˩˨ lwaŋ˧˥/,yəuəmbœbɶm,vi,Chia phoenix,チアフェニックス,kyaku,ɶm,noun,4
vérité,fr,/veʁite/,øyø,truth,真実,päätie,/ˈpæætie/,ææyø,fi,main road,主要道路,kyaku,yø,noun,3
Hängematte,de,/ˈhɛŋəˌmatə/,œəɶə,hammock,ハンモック,piezogramă,/pjezoɡramə/,bøobɶə,ro,Piezogram,ピエゾグラム,kyaku,ɶə,noun,4
hamaca,es,/amaka/,ɶɶɶ,hammock,ハンモック,teljara,/tʰɛljara/,bœbɶɶ,is,deceive,欺く,kyaku,ɶɶ,verb,3
riippumatto,fi,/ˈriippuˌmɑtto/,yybuɑbo,hammock,ハンモック,pisicile,/pisitʃile/,yybyø,ro,cats,猫,to,yb,noun,4
verkaufen,de,/fɛɐ̯ˈkaʊ̯fən/,œɐɶʊəm,to sell,売る,hình hộp xiên,/hin˦˨ hop˨ˀ˩ʔ siəŋ˧˥/,ymobbyəm,vi,skewer,串,kyaku,əm,verb,3
yksinäinen,fi,/ˈyksiˌnæinen/,ybyæyøm,lonely,さみしい,pizzitola,/pitsiˈtoʊɫə/,ybyoʊə,en,pizzitola,ピッツィトラ,to,by,noun,4
kesepian,id,/kəsəpian/,əəyɶm,lonely,さみしい,sumeria,/səˈmɝiə/,əəyə,en,sumeria,シュメリア,to,əy,noun,3
hospitable,en,/ˈhɑˈspɪtəbəɫ/,ɑbʏəə,hospitable,親切,ascultămă,/askultəmə/,ɶbubəə,ro,hear me out,聞いてください,kyaku,əə,adjective,4
vieraanvarainen,fi,/ˈvierɑɑnvɑˌrɑinen/,yøɑɑmɑɑyøm,hospitable,親切,胸白貂,/mɯnadʑiɾoteɴ/,uɶbyoøm,ja,Thoracic porch,胸白貂,kyaku,øm,adjective,5
agresivo,es,/aɣɾesiβo/,ɶøyo,aggressive,攻撃的,amerririez,/ameʁiʁje/,ɶøybø,fr,bitter,苦い,to,øy,adjective,4
مشاكس,ar,/muʃaːkis/,uɶyb,Shameful,恥ずかしい,sefardit,/sefardit/,øɶyb,ro,sefardit,Sefardit,kyaku,ɶyb,noun,3
dinero,es,/dineɾo/,yøo,money,お金,intello,/ɛ̃telo/,œøo,fr,nerd,オタク,kyaku,øo,noun,3
ペダル,ja,/pedaɾɯ/,øɶu,pedal,ペダル,电话簿,/tjɛn˥˩ xwa˥˩ pu˥˩/,bœmbɶu,zh-cn,Phone book,電話帳,kyaku,ɶu,noun,3
polkea,fi,/ˈpolkeɑ/,obøɑ,pedal,ペダル,allégeât,/aleʒɑ/,ɶøɑ,fr,allegiance,忠誠,kyaku,øɑ,noun,3
supraevaluat,ro,/supraevaluwat/,ubɶøɶuɶb,overstated,誇張,galvaniserað,/kalvanɪsɛːrað/,ɶbɶʏœɶb,is,galvanized,亜鉛メッキ,kyaku,ɶb,verb,5
overrated,en,/ˌoʊvɝˈɹeɪtɪd/,oʊəøʏʏb,overrated,過大評価,yfirveguð,/ɪːvɪrvɛːɣʏð/,ʏʏœʏb,is,contracted,契約,kyaku,ʏb,verb,4
ofmetið,is,/ɔvmɛtɪð/,ɔbœʏb,overstate,誇張,doppelten,/ˈdɔppɛltən/,ɔbœbəm,de,duplicate,複製,to,bœ,verb,3
kotitalous,fi,/ˈkotiˌtɑlous/,oyɑoub,domestic science,国内科学,au point du jour,/opwɛ̃dyʒuʁ/,obœyub,fr,at the point of the day,その日の時点で,kyaku,ub,noun,4
familiar,es,/familjaɾ/,ɶybɶ,family,家族,partiellstes,/ˈpaɾtiːllstəs/,ɶybbbəb,de,partial,部分的,to,yb,adjective,3
entuziasmat,ro,/entuzijasmat/,ømuyɶbɶb,elated,高揚,entuziasmulo,/entuziasmulo/,ømuyɶbuo,eo,enthusiastic,熱狂的,to,muyɶb,adjective,5
elated,en,/ɪˈɫeɪtəd/,ʏøʏəb,elated,高揚,membandel,/məmbandəl/,əmɶməb,id,stubborn,頑固,kyaku,əb,adjective,3
gembira,id,/gəmbira/,əmyɶ,happy,ハッピー,لإحمرار,/liiħmiraːr/,yybyɶ,ar,To red,赤へ,kyaku,yɶ,adjective,3
مبتهج,ar,/mubtahidʒ/,ubɶyb,cheery,陽気,munafik,/munafiʔ/,uɶyb,id,hypocritical,偽善的,kyaku,ɶyb,adjective,3
台形,ja,/daikei/,ɶyøy,Trapezoidal,台形,ouatinées,/watine/,ɶyø,fr,bug,バグ,to,yø,noun,3
calendar,en,/ˈkæɫəndɝ/,æəmə,calendar,カレンダー,阅兵式,/ɥœ˥˩ pɪŋ˥˥ ʂɚ˥˩/,œʏmə,zh-cn,parade,パレード,kyaku,mə,noun,3
calendrier,fr,/kalɑ̃dʁije/,ɶɑbyø,calendar,カレンダー,フェトチーネ,/ɸɯetotɕiːne/,uøobyø,ja,Fettuccine,フェトチーネ,kyaku,byø,noun,4
calendar,ro,/kalendar/,ɶømɶ,calendar,カレンダー,야심가,/ja̠ɕʰimɡa̠/,ɶbymɶ,ko,Ambitious,野心的,kyaku,mɶ,adjective,3
dagatal,is,/taːɣatʰaːl/,ɶɶbɶb,calendar,カレンダー,selaras,/səlaras/,əɶɶb,id,In harmony,調和して,kyaku,ɶb,noun,3
カレンダー,ja,/kaɾeɴdaː/,ɶømɶ,calendar,カレンダー,agendo,/agendo/,ɶømo,eo,Agenda,議題,to,øm,noun,3
クラウド,ja,/kɯɾaɯdo/,uɶuo,Cloud,クラウド,ĉarumo,/t͡ʃarumo/,bɶuo,eo,chariot,戦車,kyaku,ɶuo,noun,3
cucharón,es,/kutʃaˈɾon/,ubɶom,ladle,ひしゃく,mustahil,/mustahil/,ubɶyb,id,impossible,無理だよ,to,bɶ,adjective,3
방지책,ko,/pa̠ŋd͡ʑit͡ɕʰɛ̝k̚/,ɶmbybbœb,hedge,ヘッジ,vanguardia,/baŋgwaɾðja/,ɶmbɶbɶ,es,Vanguard,ヴァンガード,to,mb,noun,3
cobertura,es,/koβeɾtuɾa/,oøuɶ,coverage,カバレッジ,begitulah,/bəgitulah/,əyuɶ,id,That's it,それでおしまい,kyaku,uɶ,noun,4
tricoter,fr,/tʁikɔte/,byɔø,knit,ニット,làm khó dễ,/lam˦˨ xɔ˩˧ je˧˩˨/,ɶmɔø,vi,intimidating,威圧的,kyaku,ɔø,verb,3
merajut,id,/məradʒut/,əɶbub,knitted,ニット,eftirlát,/ɛftɪrlauːt/,œbʏɶub,is,guide,ガイド,kyaku,ub,verb,3
îndurerat,ro,/ɨndurerat/,ʉmuøɶb,pained,苦しんでいます,impresionad,/impɾesjonað/,ymbøboɶb,es,Impressed,感動,kyaku,ɶb,verb,4
